Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
UBE4A	0.961	-0.057	8.173E-01	Ubiquitination factor E4A, UFD2 homolog (S. cerevisiae)
KCTD5	1.033	0.046	8.173E-01	Potassium channel tetramerisation domain containing 5
1810008K16RIK	0.993	-0.01	8.173E-01	
NEDD1	1.037	0.053	8.173E-01	Transcribed locus
CALN1	1.043	0.06	8.174E-01	Calneuron 1
F5	0.987	-0.019	8.174E-01	Coagulation factor V
RNASE9	1.006	0.008	8.174E-01	Ribonuclease, RNase A family, 9 (non-active)
SERHL	0.972	-0.042	8.174E-01	
RNF145	0.959	-0.06	8.174E-01	Ring finger protein 145
ATG4B	0.953	-0.069	8.174E-01	Transcribed locus
AW121567	1.017	0.024	8.174E-01	
PKDREJ	0.988	-0.017	8.175E-01	Polycystic kidney disease (polycystin) and REJ (sperm receptor for egg jelly, sea urchin homolog)-li
GTF2B	0.974	-0.037	8.176E-01	General transcription factor IIB
IRAK1BP1	0.989	-0.016	8.177E-01	Interleukin-1 receptor-associated kinase 1 binding protein 1
C530028I08RIK	0.96	-0.059	8.177E-01	
4930430F08RIK	0.991	-0.012	8.177E-01	RIKEN cDNA 4930430F08 gene
ZFP319	1.022	0.031	8.179E-01	
FOXO4	0.99	-0.015	8.181E-01	Forkhead box O4
OLFR592	0.993	-0.011	8.181E-01	Olfactory receptor 592
9930032O22RIK	1.01	0.015	8.182E-01	
1700016K19RIK	1.022	0.031	8.183E-01	RIKEN cDNA 1700016K19 gene
ABHD3	1.04	0.056	8.183E-01	Abhydrolase domain containing 3
LOC554292	0.991	-0.013	8.184E-01	
OLFR135	0.983	-0.025	8.184E-01	Olfactory receptor 135
SRA1	0.973	-0.04	8.184E-01	
MESDC1	0.966	-0.05	8.184E-01	Mesoderm development candidate 1
CACNA1F	0.989	-0.016	8.185E-01	
TCEAL3	0.99	-0.014	8.187E-01	Transcribed locus, moderately similar to XP_001055134.1 similar to transcription elongation factor
SORCS2	0.992	-0.011	8.189E-01	Sortilin-related VPS10 domain containing receptor 2
SVS3B	1.006	0.009	8.189E-01	Seminal vesicle secretory protein 3B
LYRM5	1.038	0.053	8.190E-01	Transcribed locus
SPEER3	1.013	0.019	8.193E-01	Spermatogenesis associated glutamate (E)-rich protein 3
LBP	1.016	0.022	8.193E-01	Lipopolysaccharide binding protein
CCNG1	0.967	-0.049	8.194E-01	Cyclin G1
CCDC80	1.026	0.037	8.194E-01	Coiled-coil domain containing 80
OLFR39	1.011	0.016	8.195E-01	
ZMPSTE24	1.026	0.037	8.195E-01	Transcribed locus
KIFAP3	0.958	-0.062	8.195E-01	Kinesin-associated protein 3
LZTFL1	1.015	0.021	8.195E-01	Transcribed locus, strongly similar to XP_001103811.1 similar to leucine zipper transcription facto
CNBP	0.964	-0.054	8.196E-01	Cellular nucleic acid binding protein
OLFR1104	0.988	-0.017	8.196E-01	Olfactory receptor 1104
PDHA2	0.991	-0.012	8.196E-01	Pyruvate dehydrogenase E1 alpha 2
MCTP1	1.026	0.037	8.196E-01	Multiple C2 domains, transmembrane 1
OLFR516	1.008	0.012	8.196E-01	Olfactory receptor 516
OLFR1043	1.011	0.015	8.196E-01	Olfactory receptor 1043
PRKAB2	0.979	-0.03	8.196E-01	Protein kinase, AMP-activated, beta 2 non-catalytic subunit
CECR5	0.985	-0.022	8.196E-01	Cat eye syndrome chromosome region, candidate 5 homolog (human)
TBCD	1.026	0.036	8.197E-01	
THADA	0.975	-0.036	8.197E-01	
KCNMA1	1.01	0.015	8.198E-01	Potassium large conductance calcium-activated channel, subfamily M, alpha member 1
ENO1	1.076	0.106	8.198E-01	Transcribed locus
MMP13	1.012	0.018	8.198E-01	Matrix metallopeptidase 13
LGI2	0.989	-0.017	8.198E-01	Leucine-rich repeat LGI family, member 2
2310040C09RIK	0.965	-0.052	8.198E-01	
ARL2BP	1.022	0.032	8.198E-01	ADP-ribosylation factor-like 2 binding protein
SEPT12	0.994	-0.009	8.198E-01	Septin 12
AGA	0.962	-0.055	8.198E-01	
UTS2	1.012	0.017	8.198E-01	Urotensin 2
GDF9	1.024	0.034	8.198E-01	Growth differentiation factor 9
MAEL	1.006	0.009	8.198E-01	Maelstrom homolog (Drosophila)
HSPA4L	1.032	0.045	8.198E-01	Heat shock protein 4 like
CSN2	0.994	-0.009	8.198E-01	
PCF11	0.971	-0.043	8.198E-01	Cleavage and polyadenylation factor subunit homolog (S. cerevisiae)
TDPOZ2	1.025	0.035	8.198E-01	TD and POZ domain containing 2
OLFR106	1.008	0.012	8.198E-01	
DSG1A	1.009	0.013	8.198E-01	
ZFP622	0.988	-0.018	8.198E-01	Zinc finger protein 622
BRCA2	0.979	-0.031	8.198E-01	Breast cancer 2
4732454E20RIK	1.027	0.039	8.198E-01	
HADH	0.95	-0.074	8.198E-01	
RHBDF1	0.965	-0.051	8.200E-01	
SLCO1A5	1.008	0.011	8.200E-01	Solute carrier organic anion transporter family, member 1a5
OLFR1	0.993	-0.01	8.200E-01	
PPAP2C	1.022	0.032	8.201E-01	Phosphatidic acid phosphatase type 2c
TAAR8C	0.991	-0.013	8.201E-01	Trace amine-associated receptor 8C
SLC37A1	0.991	-0.014	8.201E-01	
EG545056	0.961	-0.057	8.202E-01	
OLFR885	0.989	-0.016	8.202E-01	Olfactory receptor 885
ASB16	1.022	0.031	8.202E-01	Ankyrin repeat and SOCS box-containing 16
POMC	0.987	-0.019	8.202E-01	Pro-opiomelanocortin-alpha
5730410I19RIK	1.026	0.037	8.204E-01	
ZFP42	0.96	-0.059	8.204E-01	Transcribed locus
OLFR628	0.992	-0.012	8.204E-01	Olfactory receptor 628
RBM47	1.021	0.029	8.204E-01	Transcribed locus
RNF43	1.047	0.067	8.206E-01	Ring finger protein 43
TTC24	1.03	0.043	8.207E-01	Tetratricopeptide repeat domain 24
CLN8	0.985	-0.023	8.208E-01	Ceroid-lipofuscinosis, neuronal 8
B430119L13RIK	0.993	-0.01	8.208E-01	
METRNL	1.033	0.047	8.208E-01	
D11WSU47E	0.915	-0.127	8.208E-01	
TRIM68	1.062	0.086	8.209E-01	Tripartite motif containing 68
FXYD3	1.017	0.025	8.209E-01	
SLC31A1	1.062	0.087	8.209E-01	
5730437N04RIK	1.023	0.033	8.209E-01	
PRL5A1	1.011	0.016	8.209E-01	Prolactin family 5, subfamily a, member 1
GPR61	1.041	0.058	8.209E-01	G protein-coupled receptor 61
FOXF2	1.007	0.01	8.209E-01	Forkhead box F2
SLC45A3	0.989	-0.017	8.209E-01	Solute carrier family 45, member 3
NAALADL1	1.009	0.013	8.209E-01	
VPS33B	0.943	-0.085	8.209E-01	Vacuolar protein sorting 33B (yeast)
KLRA10	1.02	0.028	8.209E-01	Killer cell lectin-like receptor subfamily A, member 10
PPP2R2D	0.96	-0.059	8.209E-01	Protein phosphatase 2, regulatory subunit B, delta isoform
GARNL1	0.96	-0.059	8.209E-01	
2610524H06RIK	1.012	0.017	8.209E-01	RIKEN cDNA 2610524H06 gene
ECG2	1.009	0.012	8.209E-01	
1700015E13RIK	0.965	-0.052	8.209E-01	
A530053G22Rik	0.994	-0.009	8.209E-01	
SPIRE2	0.993	-0.011	8.209E-01	Spire homolog 2 (Drosophila)
PDYN	0.973	-0.039	8.209E-01	
MAPK3	0.964	-0.053	8.209E-01	
DDX59	1.016	0.023	8.209E-01	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59
4831428F09RIK	1.01	0.015	8.209E-01	
OLFR48	0.954	-0.068	8.209E-01	Olfactory receptor 48
IL18BP	1.045	0.064	8.209E-01	
TK1	1.038	0.054	8.209E-01	Predicted gene, EG619653
NRIP2	0.986	-0.021	8.209E-01	
SLC25A27	0.983	-0.024	8.209E-01	Solute carrier family 25, member 27
APOA4	1.01	0.014	8.209E-01	
GPR146	1.042	0.059	8.209E-01	G protein-coupled receptor 146
RFX2	1.009	0.012	8.211E-01	Regulatory factor X, 2 (influences HLA class II expression)
4930444A02RIK	0.973	-0.04	8.211E-01	
HTT	0.976	-0.035	8.211E-01	Huntington disease (human)
KCNS2	0.983	-0.024	8.213E-01	
OLFR725	1.022	0.031	8.213E-01	Olfactory receptor 725
BMP8A	0.992	-0.012	8.213E-01	Bone morphogenetic protein 8a
OLFR692	1.008	0.012	8.213E-01	Olfactory receptor 692
POLR2H	1.024	0.034	8.215E-01	
SLC25A1	1.015	0.021	8.215E-01	Solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1
CCDC99	0.991	-0.013	8.215E-01	
NDRG3	0.961	-0.058	8.215E-01	Transcribed locus
SEC23A	1.007	0.01	8.215E-01	SEC23A (S. cerevisiae)
ALG2	0.926	-0.112	8.215E-01	Asparagine-linked glycosylation 2 homolog (yeast, alpha-1,3-mannosyltransferase)
SOAT2	0.966	-0.049	8.215E-01	Sterol O-acyltransferase 2
KCNF1	1.01	0.014	8.215E-01	Potassium voltage-gated channel, subfamily F, member 1
TBPL1	0.988	-0.017	8.215E-01	Transcribed locus
PFN1	1.05	0.071	8.215E-01	
NANOG	1.019	0.027	8.215E-01	Nanog homeobox
NFKBIB	1.02	0.029	8.215E-01	Nuclear factor of kappa light chain gene enhancer in B-cells inhibitor, beta
C85627	1.009	0.014	8.215E-01	
6330534C20RIK	1.024	0.035	8.215E-01	
MS4A8A	1.006	0.009	8.215E-01	
CREB3L4	1.009	0.013	8.215E-01	CAMP responsive element binding protein 3-like 4
LIPN	1.009	0.014	8.215E-01	Lipase, family member N
CACNB1	1.035	0.049	8.219E-01	Calcium channel, voltage-dependent, beta 1 subunit
PRDM9	0.969	-0.045	8.219E-01	
TBC1D2	1.013	0.019	8.220E-01	TBC1 domain family, member 2
5330431N19RIK	0.966	-0.049	8.220E-01	
ZFP418	0.989	-0.016	8.220E-01	
ECE2	0.971	-0.042	8.220E-01	
KDELC2	0.968	-0.048	8.220E-01	KDEL (Lys-Asp-Glu-Leu) containing 2
RPS6KA5	1.042	0.059	8.220E-01	Ribosomal protein S6 kinase, polypeptide 5
PSME2	0.975	-0.036	8.220E-01	
TSHB	0.992	-0.011	8.220E-01	
CLDN1	1.024	0.035	8.220E-01	Transcribed locus
GEMIN6	0.971	-0.042	8.220E-01	Gem (nuclear organelle) associated protein 6
CAPN13	1.01	0.015	8.220E-01	Calpain 13
EPB4.1	1.058	0.081	8.220E-01	Erythrocyte protein band 4.1
SYAP1	1.03	0.043	8.220E-01	Synapse associated protein 1
OLFR979	1.011	0.015	8.220E-01	Olfactory receptor 979
FXN	0.974	-0.037	8.221E-01	
AMBP	1.007	0.01	8.221E-01	
RRP15	0.984	-0.023	8.227E-01	Ribosomal RNA processing 15 homolog (S. cerevisiae)
CCDC7	1.019	0.028	8.228E-01	Coiled-coil domain containing 7
TRIM42	0.987	-0.019	8.228E-01	Tripartite motif-containing 42
4933413G11RIK	1.009	0.014	8.228E-01	
BC013491	1.015	0.022	8.228E-01	
FOXE3	0.977	-0.034	8.229E-01	Forkhead box E3
NEK10	1.01	0.014	8.230E-01	NIMA (never in mitosis gene a)- related kinase 10
RANBP9	0.969	-0.045	8.231E-01	
WFDC5	0.986	-0.021	8.232E-01	WAP four-disulfide core domain 5
OLFR933	0.99	-0.014	8.232E-01	Olfactory receptor 933
PLCH1	0.986	-0.02	8.232E-01	Phospholipase C, eta 1
PGPEP1	0.936	-0.095	8.232E-01	Pyroglutamyl-peptidase I
VPS35	1.043	0.061	8.232E-01	Vacuolar protein sorting 35
HDAC6	0.985	-0.021	8.232E-01	
BC062109	1.014	0.019	8.232E-01	
1110067I12RIK	1.009	0.012	8.232E-01	
6430550H21RIK	1.008	0.011	8.232E-01	
CPA6	1.018	0.025	8.232E-01	
PRL4A1	1.006	0.008	8.232E-01	Prolactin family 4, subfamily a, member 1
OTTMUSG00000000514	0.991	-0.013	8.232E-01	
TERF2IP	0.966	-0.049	8.232E-01	Telomeric repeat binding factor 2, interacting protein
RBP4	0.993	-0.011	8.232E-01	
CFD	0.983	-0.025	8.237E-01	
H2-Q5	0.989	-0.016	8.239E-01	
OTOA	0.99	-0.015	8.240E-01	
2310047O13RIK	0.974	-0.038	8.242E-01	
A530054K11RIK	0.987	-0.018	8.242E-01	RIKEN cDNA A530054K11 gene
DMRT3	1.01	0.015	8.242E-01	Doublesex and mab-3 related transcription factor 3
MRPL16	0.948	-0.078	8.244E-01	
AVP	1.009	0.013	8.244E-01	
PRKAR2B	0.989	-0.015	8.244E-01	Protein kinase, cAMP dependent regulatory, type II beta
ADH4	0.99	-0.014	8.244E-01	
IFT81	1.034	0.048	8.244E-01	Intraflagellar transport 81 homolog (Chlamydomonas)
A630095E13RIK	1.017	0.024	8.244E-01	
CENTA2	0.972	-0.041	8.244E-01	
TRERF1	1.04	0.056	8.245E-01	Transcriptional regulating factor 1
LHFPL4	0.98	-0.029	8.246E-01	Lipoma HMGIC fusion partner-like protein 4
ITPKA	1.014	0.02	8.246E-01	Transcribed locus
MSI1	1.007	0.011	8.246E-01	
KLRA33	1.012	0.017	8.246E-01	
VPS33A	1.033	0.046	8.246E-01	Vacuolar protein sorting 33A (yeast)
1110007A13RIK	0.955	-0.066	8.246E-01	
MRPS34	0.945	-0.082	8.246E-01	
MNAT1	0.981	-0.028	8.246E-01	Transcribed locus
LOC100041290	0.958	-0.061	8.248E-01	
NDUFB3	1.044	0.062	8.249E-01	
INSL5	1.008	0.012	8.249E-01	Insulin-like 5
OLFR557	0.992	-0.011	8.250E-01	Olfactory receptor 557
GM1673	0.988	-0.017	8.250E-01	
DPYSL2	0.973	-0.039	8.251E-01	Transcribed locus
TAF7	0.986	-0.021	8.252E-01	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor
CNR1	1.009	0.013	8.252E-01	Cannabinoid receptor 1 (brain)
B020031M17RIK	1.011	0.016	8.252E-01	RIKEN cDNA B020031M17 gene
CYP4A12B	0.993	-0.01	8.252E-01	Cytochrome P450, family 4, subfamily a, polypeptide 12B
LPAR2	1.01	0.014	8.258E-01	Endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor 4
1110038D17RIK	1.062	0.087	8.259E-01	
GDI1	0.957	-0.063	8.259E-01	Guanosine diphosphate (GDP) dissociation inhibitor 1
AA407659	0.965	-0.051	8.259E-01	
ABCB6	1.027	0.038	8.259E-01	
LOC100044767	0.992	-0.011	8.261E-01	
FLT4	0.992	-0.012	8.261E-01	FMS-like tyrosine kinase 4
CPNE9	1.016	0.022	8.261E-01	
SORCS3	0.985	-0.022	8.261E-01	Sortilin-related VPS10 domain containing receptor 3
CYP4F13	1.076	0.106	8.262E-01	Cytochrome P450, family 4, subfamily f, polypeptide 13
SLC17A1	1.045	0.063	8.262E-01	Transcribed locus
PDE6C	1.028	0.039	8.262E-01	Phosphodiesterase 6C, cGMP specific, cone, alpha prime
FCHO1	1.009	0.013	8.262E-01	
TPR	0.963	-0.055	8.262E-01	Translocated promoter region
LOC100041703	0.972	-0.041	8.262E-01	
OLFR482	0.99	-0.014	8.262E-01	Olfactory receptor 482
ADAMTS15	1.033	0.047	8.262E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15
LOC244595	1.016	0.022	8.263E-01	
LAMA2	1.038	0.054	8.264E-01	Laminin, alpha 2
E130309F12RIK	0.99	-0.014	8.264E-01	Transcribed locus
TCEB2	0.941	-0.087	8.264E-01	Transcribed locus, strongly similar to XP_001072065.1 similar to transcription elongation factor B
GFOD2	1.008	0.012	8.264E-01	Glucose-fructose oxidoreductase domain containing 2
GDPD5	1.025	0.036	8.264E-01	Glycerophosphodiester phosphodiesterase domain containing 5
ARHGEF10	0.981	-0.027	8.264E-01	Rho guanine nucleotide exchange factor (GEF) 10
9430041O17RIK	0.99	-0.015	8.264E-01	
TDRD1	1.027	0.038	8.264E-01	Tudor domain containing 1
WBP2	1.061	0.085	8.265E-01	WW domain binding protein 2
OAS1H	0.987	-0.019	8.265E-01	2'-5' oligoadenylate synthetase 1H
TIMP2	1.024	0.034	8.265E-01	Tissue inhibitor of metalloproteinase 2
SMAD6	0.99	-0.014	8.265E-01	MAD homolog 6 (Drosophila)
9530027K23RIK	0.987	-0.019	8.265E-01	
1700027J05RIK	1.025	0.036	8.266E-01	
TSPAN8	0.982	-0.026	8.266E-01	
CCDC109A	0.992	-0.011	8.266E-01	
OLFR1260	0.993	-0.01	8.266E-01	
COQ6	0.971	-0.042	8.266E-01	
SETDB1	0.977	-0.033	8.266E-01	
EG433178	1.012	0.017	8.266E-01	
YPEL2	0.993	-0.01	8.266E-01	Yippee-like 2 (Drosophila)
OPRL1	1.033	0.046	8.266E-01	Transcribed locus, strongly similar to XP_001131314.1 similar to opiate receptor-like 1 [Homo sapie
IDUA	0.947	-0.079	8.266E-01	Iduronidase, alpha-L-
SLMAP	0.968	-0.047	8.266E-01	Transcribed locus
GM904	0.992	-0.012	8.266E-01	Gene model 904, (NCBI)
CDC25C	0.987	-0.019	8.266E-01	Transcribed locus
UTP6	0.949	-0.076	8.266E-01	UTP6, small subunit (SSU) processome component, homolog (yeast)
DNAJA1	0.957	-0.064	8.266E-01	Predicted gene, EG665839
DBH	1.011	0.015	8.268E-01	Dopamine beta hydroxylase
ABO	1.027	0.038	8.268E-01	
PPP1R3A	0.979	-0.03	8.268E-01	Protein phosphatase 1, regulatory (inhibitor) subunit 3A
SRP19	0.963	-0.054	8.269E-01	
POLE3	1.028	0.04	8.269E-01	Polymerase (DNA directed), epsilon 3 (p17 subunit)
ATIC	0.967	-0.049	8.269E-01	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
SLC1A5	1.011	0.016	8.269E-01	
H2-M1	0.993	-0.009	8.269E-01	Histocompatibility 2, M region locus 1
DEFB11	0.987	-0.018	8.269E-01	Defensin beta 11
UTS2R	1.009	0.013	8.269E-01	Urotensin 2 receptor
TMEM98	0.981	-0.028	8.269E-01	Transmembrane protein 98
SFI1	1.083	0.115	8.272E-01	
CCNO	1.022	0.031	8.272E-01	
4930465K10Rik	0.99	-0.015	8.272E-01	
OLFR131	1.015	0.022	8.272E-01	Olfactory receptor 131
OLFR535	0.98	-0.029	8.274E-01	Olfactory receptor 535
GSG1	1.058	0.082	8.274E-01	Germ cell-specific gene 1
KRTAP16-8	0.99	-0.014	8.274E-01	
RPS6KL1	1.009	0.012	8.274E-01	Ribosomal protein S6 kinase-like 1
4930549C01RIK	1.01	0.015	8.275E-01	RIKEN cDNA 4930549C01 gene
KCTD20	0.978	-0.033	8.275E-01	Potassium channel tetramerisation domain containing 20
RCN1	1.029	0.041	8.276E-01	Transcribed locus
PRL2B1	1.007	0.011	8.276E-01	
SULT2B1	1.032	0.046	8.277E-01	Sulfotransferase family, cytosolic, 2B, member 1
CLIP2	0.988	-0.017	8.277E-01	CAP-GLY domain containing linker protein 2
ARHGAP1	1.054	0.076	8.277E-01	Rho GTPase activating protein 1
NEUROG2	0.953	-0.07	8.277E-01	Neurogenin 2
NEK11	1.016	0.023	8.277E-01	NIMA (never in mitosis gene a)-related expressed kinase 11
HAS2	0.986	-0.02	8.277E-01	Hyaluronan synthase 2
OLFR118	1.011	0.016	8.277E-01	Olfactory receptor 118
BC049702	0.992	-0.011	8.277E-01	
CKS2	0.949	-0.076	8.277E-01	
ARHGAP6	1.008	0.012	8.277E-01	Rho GTPase activating protein 6
RHOV	0.972	-0.041	8.277E-01	Ras homolog gene family, member V
VPS13A	1.008	0.011	8.277E-01	Vacuolar protein sorting 13A (yeast)
ABCF3	0.967	-0.049	8.277E-01	ATP-binding cassette, sub-family F (GCN20), member 3
D830030K20RIK	0.917	-0.125	8.277E-01	RIKEN cDNA D830030K20 gene
LOC100045413	0.988	-0.018	8.277E-01	
OLFR1301	1.009	0.013	8.278E-01	Olfactory receptor 1301
LRMP	1.023	0.033	8.278E-01	
NXPH1	1.012	0.017	8.278E-01	Neurexophilin 1
RAD23B	0.946	-0.08	8.278E-01	RAD23b homolog (S. cerevisiae)
LHX3	0.958	-0.063	8.278E-01	LIM homeobox protein 3
ADAMTS18	1.021	0.031	8.279E-01	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18
PCDHGB2	1.009	0.013	8.279E-01	
DENND3	0.99	-0.014	8.279E-01	DENN/MADD domain containing 3
MTHFSD	0.983	-0.025	8.280E-01	
KCNIP2	1.023	0.033	8.281E-01	Kv channel-interacting protein 2
PLB1	0.99	-0.015	8.282E-01	Phospholipase B1
ADAMTSL2	0.989	-0.016	8.283E-01	
IL27RA	1.055	0.077	8.283E-01	
SPNS1	1.072	0.1	8.283E-01	
UBE3B	0.968	-0.047	8.283E-01	Ubiquitin protein ligase E3B
NEUROG3	1.009	0.013	8.283E-01	Neurogenin 3
OLFR545	1.006	0.009	8.283E-01	Olfactory receptor 545
IFNA9	1.009	0.013	8.284E-01	Interferon alpha 9
IGFL3	1.01	0.014	8.286E-01	IGF-like family member 3
RAD51C	0.993	-0.011	8.286E-01	Rad51 homolog c (S. cerevisiae)
TMEM16A	1.011	0.015	8.286E-01	
RXFP2	1.007	0.011	8.286E-01	
CTLA4	1.014	0.02	8.286E-01	Cytotoxic T-lymphocyte-associated protein 4
EPHA8	0.968	-0.048	8.286E-01	Eph receptor A8
FIP1L1	1.029	0.042	8.286E-01	Transcribed locus
GSG2	1.019	0.028	8.286E-01	Germ cell-specific gene 2
RHOF	0.991	-0.013	8.286E-01	Ras homolog gene family, member f
NFIB	1.025	0.036	8.286E-01	
ZFP281	1.031	0.044	8.286E-01	Zinc finger protein 281
0610025P10RIK	0.978	-0.032	8.286E-01	
ZFP688	1.057	0.079	8.286E-01	
LOC100047046	1.007	0.01	8.287E-01	
OLFR982	0.992	-0.012	8.287E-01	Olfactory receptor 982
PAX3	1.011	0.016	8.289E-01	Paired box gene 3
FSHB	1.009	0.013	8.289E-01	Follicle stimulating hormone beta
UBE2O	0.965	-0.051	8.289E-01	Ubiquitin-conjugating enzyme E2O
GATA2	1.008	0.012	8.291E-01	
ZFYVE19	0.96	-0.059	8.293E-01	Zinc finger, FYVE domain containing 19
RBKS	0.976	-0.035	8.293E-01	Ribokinase
EIF3S1	0.974	-0.037	8.293E-01	
PQLC2	1.025	0.035	8.294E-01	PQ loop repeat containing 2
MED15	1.021	0.03	8.296E-01	Transcribed locus
THBS4	0.992	-0.011	8.296E-01	Thrombospondin 4
MATN2	0.991	-0.013	8.296E-01	Matrilin 2
TSG101	0.971	-0.043	8.296E-01	Tumor susceptibility gene 101
SLITRK4	1.015	0.021	8.298E-01	SLIT and NTRK-like family, member 4
MAP1LC3A	1.089	0.124	8.298E-01	
TMEM185B	0.974	-0.038	8.298E-01	Transmembrane protein 185B
OLFR732	1.036	0.051	8.298E-01	Olfactory receptor 732
SLC24A1	0.969	-0.045	8.298E-01	Solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
LOC554327	1.029	0.041	8.298E-01	
RHBDL3	1.011	0.016	8.299E-01	Rhomboid, veinlet-like 3 (Drosophila)
EPHA7	1.017	0.024	8.299E-01	Eph receptor A7
SLC6A4	1.011	0.015	8.299E-01	Solute carrier family 6 (neurotransmitter transporter, serotonin), member 4
TBC1D10B	0.96	-0.06	8.299E-01	TBC1 domain family, member 10b
SLC12A3	1.024	0.034	8.299E-01	Solute carrier family 12, member 3
AOC3	0.993	-0.01	8.299E-01	Amine oxidase, copper containing 3
5830418K08RIK	1.011	0.016	8.299E-01	
1110013L07RIK	1.008	0.012	8.299E-01	
LOC100048832	0.982	-0.026	8.299E-01	
PBRM1	1.032	0.045	8.299E-01	Polybromo 1
2410004L22RIK	1.017	0.024	8.299E-01	
RHOX4B	0.975	-0.037	8.299E-01	Reproductive homeobox 4B
KLHDC8B	0.972	-0.041	8.299E-01	
TMEM116	1.029	0.041	8.299E-01	Transmembrane protein 116
KRTCAP2	0.958	-0.062	8.300E-01	
OLFR441	0.991	-0.013	8.302E-01	Olfactory receptor 441
OTTMUSG00000010328	1.007	0.01	8.303E-01	
OLFR1336	1.011	0.015	8.303E-01	Olfactory receptor 1336
4933406M09RIK	1.007	0.011	8.303E-01	RIKEN cDNA 4933406M09 gene
1300007L22RIK	1.022	0.031	8.303E-01	
BANP	0.981	-0.028	8.303E-01	
5031414D18RIK	0.954	-0.068	8.303E-01	RIKEN cDNA 5031414D18 gene
1700049G17RIK	0.968	-0.047	8.303E-01	RIKEN cDNA 1700049G17 gene
RPL36AL	1.032	0.045	8.303E-01	Transcribed locus, strongly similar to NP_066357.1 protein L36a [Homo sapiens]
D630044L22RIK	0.991	-0.013	8.303E-01	
NFIX	0.965	-0.052	8.303E-01	
MBD6	1.048	0.068	8.303E-01	Methyl-CpG binding domain protein 6
PRSS22	0.985	-0.022	8.303E-01	Protease, serine, 22
CXX1C	0.978	-0.032	8.303E-01	
GTPBP8	1.032	0.046	8.303E-01	
HEMT1	1.009	0.013	8.303E-01	
LSM1	0.989	-0.016	8.304E-01	
KCNA10	0.984	-0.024	8.304E-01	Potassium voltage-gated channel, shaker-related subfamily, member 10
OLFR1341	1.012	0.017	8.304E-01	Olfactory receptor 1341
GLT28D2	0.969	-0.045	8.304E-01	Glycosyltransferase 28 domain containing 2
MGAT4A	0.973	-0.04	8.304E-01	
RHOX1	1.015	0.021	8.304E-01	Reproductive homeobox 1
OLFR668	0.99	-0.014	8.305E-01	Olfactory receptor 668
EVI5	0.965	-0.051	8.305E-01	Ecotropic viral integration site 5
GRM1	0.991	-0.013	8.305E-01	Glutamate receptor, metabotropic 1
RUNX3	1.006	0.009	8.305E-01	Runt related transcription factor 3
DPPA1	1.021	0.03	8.305E-01	Developmental pluripotency associated 1
CACNA1G	0.989	-0.016	8.305E-01	Calcium channel, voltage-dependent, T type, alpha 1G subunit
OLFR346	0.993	-0.011	8.306E-01	Olfactory receptor 346
S100A13	1.049	0.07	8.306E-01	
NUP85	0.947	-0.079	8.306E-01	
UNC119B	0.981	-0.028	8.307E-01	Unc-119 homolog B (C. elegans)
OLFR1238	1.01	0.014	8.307E-01	Olfactory receptor 1238
BC004701	0.992	-0.012	8.308E-01	
TREML1	0.954	-0.067	8.308E-01	Triggering receptor expressed on myeloid cells-like 1
OLFR1412	0.974	-0.037	8.308E-01	Olfactory receptor 1412
UPP2	1.031	0.044	8.308E-01	Uridine phosphorylase 2
C9	0.984	-0.024	8.308E-01	Complement component 9
EG328839	1.023	0.033	8.308E-01	
MID2	0.982	-0.026	8.308E-01	Midline 2
V1RB7	0.987	-0.019	8.308E-01	
5133401N09RIK	0.952	-0.07	8.308E-01	
DHRS7	1.057	0.081	8.308E-01	
BOK	0.973	-0.039	8.308E-01	Bcl-2-related ovarian killer protein
MX1	1.016	0.024	8.308E-01	
OLFR507	1.008	0.011	8.308E-01	Olfactory receptor 507
ACOXL	0.992	-0.012	8.308E-01	Acyl-Coenzyme A oxidase-like
OAZ2	1.044	0.063	8.308E-01	Ornithine decarboxylase antizyme 2
GK5	1.013	0.019	8.308E-01	Glycerol kinase 5 (putative)
RREB1	1.015	0.021	8.308E-01	Ras responsive element binding protein 1
PKD2	1.036	0.051	8.308E-01	Polycystic kidney disease 2
OLFR399	0.989	-0.016	8.308E-01	Olfactory receptor 399
PROCR	0.965	-0.052	8.309E-01	
LMBRD1	0.971	-0.042	8.309E-01	LMBR1 domain containing 1
SMC1A	0.97	-0.045	8.309E-01	Structural maintenance of chromosomes 1A
PCDHGA6	1.007	0.01	8.309E-01	
CYFIP1	0.973	-0.039	8.309E-01	Transcribed locus
SPRR2J	1.006	0.008	8.309E-01	
DYSF	0.99	-0.014	8.309E-01	Dysferlin
SMTNL1	1.009	0.012	8.309E-01	Smoothelin-like 1
TSPAN1	1.009	0.013	8.310E-01	Transcribed locus
AARS	1.069	0.096	8.310E-01	Alanyl-tRNA synthetase
